"
Thomas Brodie-Sangster was 22 when he was cast as 13-year-old Jojen Reed.  ",0
"
    Each season shoots from July to December. Two units, the ""Wolf"" and the ""Dragon"", shoot concurrently in various countries. A third unit was added in Season 6, the ""White Walker"".  ",0
"
    When Jason Momoa first met Emilia Clarke he rugby tackled her to the floor of the Belfast hotel yelling ""WIFEY"".  ",0
"
George R.R. Martin has stated that several of the show's characters are improvements over his own versions in the books in both writing and performance, specifically mentioning Natalia Tena as Osha and Sibel Kekilli as Shae.  ",0
"
Iwan Rheon was the primary runner-up to play Jon Snow, but was later cast as Ramsay Bolton  ",0
"
Maisie Williams, who plays Arya Stark, says that fans often ask her to recite the list of names Arya always recites before sleeping--the names of the persons in the series who have injured her or her family and whom she intends to kill--and to insert the fan's name into the list.  ",0
"
    Author George R.R. Martin was asked if he had a resolution or ending to the seemingly endless conflict. He jokingly replied that the next book would just be a description of a cloud of dust or snow being driven by the wind across a vast graveyard full of tombstones.  ",0
"
    In sharp contrast to his turn as sadistic Joffrey, everyone on the show describes actor Jack Gleeson as a warm and friendly person. He is also good friends with Sophie Turner, who he often has to antagonize on-screen.  ",0
"
    In June 2014 Queen Elizabeth II and Prince Philip visited the sets at Paint Hall Studios in Belfast as part of a three-day visit to Northern Ireland. They met members of the cast and crew and were presented with a miniature version of the Iron Throne. Elizabeth was offered the chance to sit on the Iron Throne but declined, as the monarch of Great Britain is not allowed to sit on a foreign throne, even a fictional one. Some news sources claimed Elizabeth is a viewer of the series, though Maisie Williams remarked on the visit, ""I did not get the impression she is a fan"" as the Queen was unaware of her role on the series.  ",0
"
George R.R. Martin was inspired to write the novel series ""A Song of Ice and Fire"" after years of writing for restrictive television budgets, and deliberately wrote the series to be nearly unfilmable. After the success of The Lord of the Rings: The Fellowship of the Ring (2001) Martin was approached to license the novels into a series of films, one project was proposed using only Daenerys' story line, and another project proposed only including the conflict between the Starks and Lannisters. Martin declined every film offer, reasoning that his books contained too much story to work as films, and the box office failure of The Golden Compass (2007) made him concerned that if the first film was not a success the series would be cancelled.  ",0
"
Carice van Houten (""Melisandre"") had previously been asked to audition for the role of Cersei Lannister but was unable to because she was filming Intruders (2011).  ",0
"
    With winning a total of 12 Emmys both in 2015 and in 2016, the show took home more Emmys in a single year than any other show, surpassing The West Wing (1999) (9).  ",0
"
    Daenerys had purple eyes in the books, but the contact lenses Emilia Clarke wore affected her performance so they were abandoned.  ",0
"
Liam Burke was cast as Aerys II Targaryen, the ""Mad King"" in flashback scenes, but the scenes were cut. Eventually, a flashback scene of Aerys was included in Game of Thrones: Blood of My Blood (2016), and the character was played by David Rintoul.  ",0
"
    Composer Ramin Djawadi said that after initially watching some visuals of the show, before starting to compose it, the idea for the main title theme just came to his mind and he whistled it while he was driving his car to the studio, where he started to actually write the piece.  ",0
"
    In early 2016 it was announced that Season 7 will consist of 7 episodes, and season 8, which will premier in 2019, will be the final season of the series with 6 episodes (although they may be of considerable length). According to HBO, they would have loved to extend the series beyond its planned 73 episodes, but they ultimately left the decision to what the showrunners think is best for the series. HBO later stated that they were considering several spin-off shows.  ",0
"
    Women in Westeros typically take their husband's surname upon marriage, with the exception of the house holding the Iron Throne, where the surname is only inherited by birth and not marriage. This is why consorts to kings and heirs of the Iron Throne retain their own name, e.g., Cersei Lannister instead of Cersei Baratheon, Elia Martell instead of Elia Targaryen.  ",0
"
    Author George R.R. Martin intended to write an episode for each season, but did not write one after the fourth season because he was busy focusing on finishing the sixth book of the series, ""The Winds of Winter"".  ",0
"
    The role of Tommen Baratheon, played by Callum Wharry, was completely absent from the third season of the series and was later recast for Season 4, but was played by Dean-Charles Chapman, who had appeared in the show playing Martyn Lannister in Season 3.  ",0
"
    The official words of House Lannister, ""Hear Me Roar!"", are seldom mentioned. Their unofficial motto, ""A Lannister always pays his debts"", is often used, mostly in negative context, meaning that Lannisters always repay unkindness with unkindness.  ",0
"
    Yara Greyjoy, introduced in the second book and season, is named Asha in the books. The name was changed for the television series to avoid confusion with Osha. However, in the German dubbed version she is called Asha, like in the books. Similarly, Lysa Arryn's son Robert is named Robin in the series to avoid confusion with Robert Baratheon.  ",0
"
    Some of the inspiration for the War of the Five Kings in the series comes from the War of the Roses, a series of dynastic wars in the 15th century where rival houses fought for the throne of England.  ",0
"
    As of 2014, this is the most watched HBO series of all time, with an average viewership of 16.1 million (Season 4), slightly ahead of a record that was previously held by The Sopranos (1999).  ",0
"
    Although the Wall is the largest structure in the ""Game of Thrones"" world, it is not the tallest. In the books, the tallest structure is the High Tower in Oldtown and the second tallest the Great Pyramid of Meereen.  ",0
"
    In the unaired pilot, George R.R. Martin cameoed as a Pentoshi nobleman at the wedding of Khal Drogo and Daenerys Targaryen. The scene, alongside most of the pilot, was subsequently reshot and Martin did not appear.  ",0
"
    In a rare move for a cable channel, the fifth and sixth seasons were announced simultaneously less than 24 hours after the Season 4 premiere.  ",0
"
    The original plot left everyone so unsatisfied that HBO agreed to reshoot most of it, bringing Timothy Van Patten to do the second episode and letting the creators rewrite whatever they felt they needed to.  ",0
"
    Characters from noble houses often have images of their house's sigil incorporated into their costumes. For example, Cersei almost always appears wearing jewelry with images of lions. Sometimes the inclusion is almost indiscernible to the television viewer, such as the blue dress Daenerys' wore through season three which was embroidered with a texture resembling dragon scales.  ",0
"
    The first season used Northern Inuit dogs, a type specifically bred for wolf-like appearance, to stand in for the direwolves (the Stark's house sigil). However, since direwolves are known to be much larger than normal wolves, real wolves were digitally composited into scenes for Season 2. This strained the budget and the schedule, which is why there are only a handful of scenes with Grey Wind (Robb Stark's wolf), Summer (Bran Stark's wolf) and Shaggydog (Rickon Stark's wolf); Ghost, who belongs to Jon Snow, is shown in brief glimpses.  ",0
"
    According to George R.R. Martin, ""The Lord of the Rings"" was a major influence behind his ""A Song of Ice and Fire"" novels, which the television series is based on.  ",0
"
    The series has used many locations to bring Westeros and Essos to life. Most of the Northern scenes are filmed in Northern Ireland. The country is the production's home base and most interior scenes are filmed in a studio in Belfast. Scenes in King's Landing are filmed in the Croatian city of Dubrovnik. Scenes in Essos were also shot in Croatia. Many of the scenes in Essos and King's Landing were filmed in Malta in the first season, but for unknown reasons the production never returned there after Season 1. Morocco was used as a location for Daenerys' sequences in Astapor and Yunkai in Season 3, but the country was dropped as a location after Season 3. Scenes beyond the Wall were filmed in various locations in Iceland. Season 5 added Spain as a filming location for Dorne. It has been revealed that the production will return to Spain for Season 6, but it is unclear if it will be for Dorne or another location (the locations scouted are different to those used in Season 5).  ",0
"
    There are only three American-born actors in the show: Peter Dinklage (""Tyrion Lannister""), Rosabell Laurenti Sellers (""Tyene Sand"") and Jason Momoa (""Khal Drogo""). However, Pedro Pascal (""Oberyn Martell""), while born in Chile, was raised in San Antonio, Texas, where his family fled shortly after his birth, and is a U.S. citizen.  ",0
"
    In the pilot episode as the three boys are preparing for the king's welcome, Alfie Allen, Richard Madden, and Kit Harington each tried to one-up each other in their shirtless scene by flexing and doing push-ups right before they went on camera.  ",0
"
    Producer David Benioff wanted the theme song to be the Lannister song ""The Rains of Castamere."" Co-producer D.B. Weiss convinced him not to do it.  ",0
"
    Writer George R.R. Martin was approached several times with plans to adapt his (still unfinished) book series 'A Song of Ice and Fire' into a movie, but he rejected them all, as he thought his books were much too expansive to be made into a movie. When David Benioff and D.B. Weiss told him that they wanted to make a series out of it, he asked them who they thought Jon Snow's mother could be. Satisfied with the answer, he agreed to sell the rights to the book.  ",0
"
Ed Skrein played Daario Naharis for 3 episodes in Season 3 but subsequently left the show. Speaking about his departure, Skrein told Entertainment Weekly: ""My plan was to stay with Game of Thrones for the long haul. That was always my plan. I would have loved to. It was a wonderful experience, but politics led to us parting ways."" The role was recast with Michiel Huisman.  ",0
"
Kit Harington, who plays Jon Snow on the show, has claimed that his great-grandfather invented the flush toilet.  ",0
"
George R.R. Martin has confirmed that the words of House Bolton are ""Our Blades are Sharp"", most likely because of the Boltons' history of flaying their enemies alive.  ",0
"
    The series takes its name from the first novel in the book series ""A Game of Thrones"", which is actually known as ""A Song of Ice and Fire."" George R.R. Martin's story credit acknowledges the entire series under this title, rather than the title of individual volumes.  ",0
"
    Theon Greyjoy is played by Alfie Allen, brother of singer Lily Allen, and was the inspiration for her song ""Alfie"".  ",0
"
    The Stark children were all aged up for the series. At the start of George R.R. Martin's novels, Robb Stark and Jon Snow are 14 years old, Sansa Stark is 11, Arya is 9, Bran is 7, and Rickon Stark is just 3 years old. At the start of the series, Robb and Jon are 17, Sansa is 13, Arya is 11, Bran is 10, and Rickon is 6. Of the child actors, only Isaac Hempstead Wright (Bran) and Sophie Turner (Sansa) were the same ages as their characters when the pilot was filmed; the others were all a year or more older.  ",0
"
    Catelyn Stark was played in the pilot by Jennifer Ehle, but she dropped out when the series was picked up, and Michelle Fairley was cast.  ",0
"
    Sri Lankan cricket legend Mahela Jayawardene named his first daughter ""Sansa Arya Jayawardene"", after the two daughters of House Stark.  ",0
"
    The Northern Ireland Tourist Board conducts sightseeing tours to a lot of the filming locations.  ",0
"
    A gelatin ""heart"" was made for the scene in which Daenerys must consume a horse's heart raw. Although it was safe to eat, Clarke said it was still foul tasting enough that her facial expressions and gagging while forcing it down required no acting for the camera.  ",0
"
    Executive Producers David Benioff and D.B. Weiss said in a podcast once that while making the show they worked all through the year, non-stop. They would write an outline for each season and then start writing the actual script while managing production at the same time. The scripts had to be all done by the time they started filming the season, and being such a huge production, they were filming for months with several units in several countries at the same time so that while some of the actors were filming with a director on a location, other cast members were filming in an entirely different country with another director. It was important to them that there was always someone from the writing crew at each of the filming units, to supervise. Almost immediately after finishing filming one season they started writing the outline for the next season. At the same time, the previous season was in post-production (editing, special effects, sound mixing, etc.) and they had to oversee all these procedures while writing, and then after all that was done, they had to deal with marketing the upcoming season. They noted several times that all they wanted to do when everything was finally done was to ""get some sleep"".  ",0
"
    Features ten actors from the ""Harry Potter"" film series: Bronson Webb (""Will"") played an unnamed Slytherin student in the third film; Natalia Tena (""Osha"") played Nymphadora Tonks; David Bradley (""Lord Walder Frey"") played Argus Filch; Julian Glover (""Grand Maester Pycelle"") voiced Aragog; Michelle Fairley (""Catelyn Stark"") played Mrs. Granger in the seventh film; Ciarán Hinds (""Mance Rayder"") played Aberforth Dumbledore; Ralph Ineson (""Dagmer Cleftjaw"") played Amycus Carrow; Edward Tudor-Pole (""Protestor at King's Landing"") played Mr. Borgin; Ian Whyte (""Gregor Clegane"") played Madame Maxime in full-body shots; Jim Broadbent (""Archmaester Ebrose"") played Professor Horace Slughorn. Stephen Dillane (""Stannis Baratheon"") is also the father of Frank Dillane, who played the young Voldemort / Tom Riddle in Harry Potter and the Half-Blood Prince (2009). ""Potter"" cast members Jamie Campbell Bower (young ""Gellert Grindelwald"") and Simon Fisher-Becker (""Fat Friar"") were originally set to play Waymar Royce and the High Septon before being replaced by Rob Ostlere and David Verrey, respectively.  ",0
"
    In April 2016 a new channel launched in Israel called the ""Game of Thrones Channel"". It aired only things related to ""Game of Thrones"" throughout the day, such as the episodes, interviews, behind-the scenes-videos, special features from the Blu-Ray edition, etc., as preparation for Season 6. It was the first time in Israeli Television's history that a complete channel was dedicated to only one show.  ",0
"
    Merited the dubious distinction of the most pirated TV show of 2014 for the third consecutive year, ahead of The Walking Dead (2010) and The Big Bang Theory (2007).  ",0
"
Tamzin Merchant played Daenerys Targaryen in the pilot but was replaced by Emilia Clarke for the series. While the reason for Merchant's departure has not been made public, George R.R. Martin praised her performance as ""wonderful"" in his blog.  ",0
"
Wilko Johnson, who played Ilyn Payne, retired after the second season because he was diagnosed with cancer. While Payne appears in subsequent novels, his role in the series was effectively replaced with Bronn (Jerome Flynn), who instead accompanies Jaime on later missions.  ",0
"
    Cersei Lannister (Lena Headey) was voted by fans as the series' most hated character. Headey has said that she is often the victim of fans who direct their hatred towards her character to her personally. People frequently call her names both on-line and in public, and at fan conventions, she is more than often shunned. She claimed that during an autograph session at Comic Con, people were actually snatching their books from her hands to prevent her from signing it.  ",0
"
    In the show, only the banners from the main houses, along with several banners from smaller houses in Dorne and the North, are ever disclosed. According to the Citadel heraldry page on westeros.org, the number of known banners of all houses is 370.  ",0
"
    Ben Hawkey who plays the character Hot Pie, has opened up a real life Game of Thrones themed bakery in London. It is operated by deliveroo. You can purchase a direwolf loaf for £1.30. The bakery is cleverly named ""You Know Nothing Jon Dough"".  ",0
"
    While most of the show is largely faithful to the books, composite characters do appear. The most prominent is the prostitute Ros, who is a composite of several named (Alayaya, Chataya, Kyra) and unnamed characters from the book series. Another composite character is the trader Spice King in Qarth, who appears in Season Two.  ",0
"
Tom Hollander was reportedly offered the role of ""Littlefinger"" and now regrets turning it down.  ",0
"
    During an interview for the second season, Sophie Turner (""Sansa Stark"") said she was most looking forward to filming Sansa's relationship with Sandor Clegane--aka ""The Hound""--played by Rory McCann.  ",0
"
    Kit Harington and Rose Lesie, cast members who play Jon Snow and Ygritte, were wed to each other on June 23, 2018 in Scotland. They fell in love while playing the dynamic couple on-screen and he popped the question in September of 2017.  ",0
"
    In 2014 Emilia Clarke (""Daenerys Targaryen"") was announced to succeed Linda Hamilton as Sarah Connor in the sequel to The Terminator (1984), Terminator Genisys (2015). Lena Headey (""Cersei Lannister"") had played Sarah Connor in the TV series Terminator: The Sarah Connor Chronicles (2008), which was a spin-off of the ""Terminator"" films.  ",0
"
    In the series, Charles Dance's character, Tywin Lannister, was previously married to a woman named Joanna, who died and with whom he had three children. In real life, Dance was previously married to a woman who was also named Joanna before their divorce, and has three children.  ",0
"
    Jorah Mormont is often referred to as ""Jorah the Andal"" mainly by Essosi characters pointing Jorah's Westerosi heritage despite the fact that House Mormont is a house from northern Westeros meaning they are descended from the First Men, not the Andals.  ",0
"
    Natalie Dormer responded to false news stories that she condones sex with minors due to her character Margaery Tyrell being married to Tommen Baratheon. She went on record that herself and her character were misinterpreted and pointed out that she plays a fictional character in a fictional land.  ",0
"
    The main title sequence was designed by the company Elastic, and was conceived as a three-dimensional map of the show's world, created by ""a mad monk, in a tower somewhere"" who is keeping track of all the action. As a rule, four locations are always shown in the main title sequence, regardless of whether the episode has scenes set there: King's Landing, Winterfell, the Wall, and wherever Daenerys is. King's Landing is always shown first, with the crowned stag of House Baratheon. Winterfell is shown first in the hands of House Stark, then sacked and torched, and later with the House Bolton sigil. The Wall is the last main shot before the camera pans to Essos. Furthermore, no specific animation is used for locations that are only seen a few times in the series, so the capital of that region is shown instead: e.g. the Eyrie represents most actions occurring in the Vale. Due to time constraints, the sequence can only shows up to six locations, with certain animations sped up to allow the camera time to pan around the map.  ",0
"
    On IMDb, this is the first TV series to have gathered more than 15,000 votes for all its individual episodes. Only 2 TV series have achieved this as of May 2018; the other one being Black Mirror.  ",0
"
Brian Cox revealed that he was offered a role but turned it down. Cox told Vodzilla: ""Stupidly, I turned it down in the early days because they didn't pay enough money. Now they have more money. And I was silly. I was silly, it was silly, because I'm a complete addict now.""  ",0
"
    The 6 foot 3 inch Gwendoline Christie (Brienne of Tarth) has stated that the most grueling scene she ever had to play in the series was in Game of Thrones: The Children (2014) when she fought sword-to-sword with 6 foot 6 inch Rory McCann ('The Hound'). She spent 2 months training, 3-4 days a week with swordmaster C.C. Smiff, just to build up the required stamina for her fight scene.  ",0
"
Kit Harington admitted in an interview that he found the line ""You know nothing Jon Snow!"" confusing.  ",0
"
    The first season of Game of Thrones (2011) premiered on Sean Bean's birthday (April 17th).  ",0
"
Stephen Dillane (Stannis) revealed on an interview given in March 2016 that even though he didn't have anything bad to say about his experience on the show, he didn't particularly enjoy it or understand most of the story lines. He described it as an overwhelming experience, and one that he ultimately undertook for the money.  ",0
"
Conleth Hill (Lord Varys) originally auditioned for the role of Robert Baratheon.  ",0
"
Roy Dotrice, a frequent collaborator with George R.R. Martin and narrator of the ""A Song of Ice and Fire"" audio books, was cast as Grand Maester Pycelle but had to withdraw from the role due to health reasons. He was replaced by Julian Glover. Dotrice would later appear in the show as Hallyne.  ",0
"
Natalie Dormer revealed on The Jonathan Ross Show (2011) that she originally auditioned for another unnamed character before she was offered the role of Margaery Tyrell.  ",0
"
    Season 7 will start in the summer of 2017 and will have seven episodes, with a budget of 100 million Euros.  ",0
"
    US President Barack Obama personally asked the makers about John Snow's fate following the season 5 finale, and also requested to see Season 6 before anyone else because he's such a fan of the show.  ",0
"
    Jon Snow is coincidentally the name of a Channel Four (UK) news anchor, making the line ""You know nothing, Jon Snow"" unintentionally funny.  ",0
"
    The 67th Emmy Awards ceremony, in which this series won Best Drama series, Best Writing for an Episode of a Drama series and Best Directing for an episode of a drama series, was held on George R.R. Martin's 67th birthday.  ",0
"
Roy Dotrice (""Wisdom Hallyne"") also narrates the audio books of the novels. He and George R.R. Martin have been friends since they both worked on Beauty and the Beast (1987).  ",0
"
Gillian Anderson admitted in 2016 she turned down one character in this series. She had two little sons at the time. It was rumored that the character was, in fact, Cersei Lannister.  ",0
"
    As of 2018, the highest rated seasons of ""Game of Thrones"" (on IMDb) are as follows; Season 4: 9.3; Season 7: 9.2; Season 1: 9.1; Season 6: 9.1; Season 3: 9.1; Season 2: 9.0 and Season 5: 8.9;  ",0
"
    The show will sometimes briefly introduce a character and then recast them for a formal introduction later on. Selyse Baratheon was played in the second season by an uncredited Sarah MacKeever before being recast with Tara Fitzgerald and formally introduced in the third season. Lord Beric Dondarrion appears briefly in one scene in the first season, played by David Michael Scott, and returns in a bigger role in the third season, played by Richard Dormer. Tommen Baratheon and his sister Myrcella were played by Callum Wharry and Aimee Richardson during the first two seasons, and replaced by Dean-Charles Chapman and Nell Tiger Free from the fourth season on. The Three-Eyed Raven and Leaf were played by Struan Rodger and Octavia Selena Alexandru for brief appearances in the fourth season, and recast with Max von Sydow and Kae Alexander for the sixth season. Gregor ""The Mountain"" Clegane was played in a few scenes by Conan Stevens and Ian Whyte in the first two seasons, before Hafþór Júlíus Björnsson took over the role when the character became more prominent in the fourth season. Lastly, Ed Skrein was introduced as Daario Naharis for three episodes in season 3, but disagreements with HBO led to him being replaced by Michiel Huisman in the next season.  ",0
"
    According to the novels, the sigil of House Baratheon is a black stag with a crown above its head on a field of gold. In the TV series, the Baratheons' banner depicts a stag with a crown around its neck.  ",0
"
    In the novels the title of the King of Westeros is ""King of the Andals, the Rhoynar, and the First Men, Lord of the Seven Kingdoms and Protector of the Realm."" In the show, ""the Rhoynar"" is omitted from the title. The Rhoynar is a reference to the Dornish, who immigrated to Westeros from the River Rhoyne. The writers believed this would cause confusion since the Dornish did not appear until later seasons so it was left out.  ",0
"
    During the series you can see characters wearing belts with a particular knot twisted after the buckle, this is clearly visible in most knights. The knot is actually correct and was used in medieval times, is often referred to as a garter and used to fix leg armor pieces to the knights' legs below the knees. It is one of the symbols of the English ""Order of the Garter"", the highest chivalric order, which was founded in 1348 by the English King Edward III in the early stages of the 100 Years War with France. The arms of the Order of the Garter is a blue belt, or garter, with this same characteristic knot seen in the TV series. An example can also be seen in the tomb of one of the Order founders, Sir Reginald of Cobham, at Lingnfield Church in Surrey; his effigy has the garter below his left knee.  ",0
"
Alfie Allen's sister Lily Allen joked she was offered the role of Yara Greyjoy.  ",0
"
    Of all the international locations used throughout the series, Emilia Clarke's favorite is Croatia.  ",0
"
    The series first premiered in 2011, which also was the 15th anniversary of the publishing of the very first ""A Song of Fire and Ice"" novel by George R.R. Martin in 1996.  ",0
"
    According to their respective IMDb ratings out of 10, the top ten episodes are as follows: 1. S06x09 Battle of the Bastards - 10.0; 2. S06x10 The Winds of Winter - 10.0; 3. S05x08 Hardhome - 9.9; 4. S03x09 The Rains of Castamere - 9.9; 5. S06x05 The Door - 9.8; 6. S04x02 The Lion and the Rose - 9.7; 7. S04x08 The Mountain and the Viper - 9.7; 8. S04x06 The Laws of Gods and Men - 9.7; 9. S02x09 Blackwater - 9.7 10. S04x10 The Children - 9.6. When the ratings are the same (as in the case of 6, 7, 8 and 9) they are in order according to the number of ratings, with the higher number of ratings meaning a higher rank.  ",0
"
Ron Donachie (Ser Rodrik Cassel) and Daniel Portman (Podrick Payne) are father and son in real life. However, their characters were unrelated and the two never shared any scenes.  ",0
"
    Both Jack Gleeson (""Joffrey"") and Aidan Gillen (""Littlefinger"") appeared in Christopher Nolan's Dark Knight Trilogy. Gleeson appeared in Batman Begins (2005) while Gillen appeared in The Dark Knight Rises (2012). Richard Brake, who portrays The Night's King, also appeared in ""Batman Begins"" as Joe Chill, and Burn Gorman (Karl Tanner) appeared in The Dark Knight Rises (2012).  ",0
"
    In March 2014 HBO released a ten-track mixtape called ""Catch the Throne"" as promotion for the show's fourth season. The tape includes rap songs from artists like Common, Big Boi, Wale Folarin, Kilo Kish and others, and each song is related to things in the show in its lyrics. Most of the songs also sampled music from the original Ramin Djawadi soundtracks of the show's first three seasons.  ",0
"
    According to Kit Harington, his performance in the rejected pilot episode was so bad that the creators often jokingly threaten to release scenes of it on the internet if he complains too much.  ",0
"
    This is the first TV show or series to hit over 1,000,000 User-Submitted reviews on IMDB. It is also the highest-rated TV series on IMDb with a 9.5 score- tied with AMC's ""Breaking Bad"" and also HBO's ""Band of Brothers"", though this one is a limited series.  ",0
"
Carice van Houten (""Melisandre"") and Michiel Huisman (""Daario Naharis"") are both Dutch actors and starred in the Dutch film Zwartboek (2006) (aka ""Black Book"").  ",0
"
    Almost all actors in the series are at least five years older than their character counterparts in the novels, with many key actors being over ten years older.  ",0
"
Oded Fehr was a strong contender for the role of Oberyn Martell.  ",0
